Sample Time,Throttle Position [%],Fuel Consumption Rate [L/h],Engine Speed [RPM],Oil Filter Differential Pressure [kPa],Engine Oil Pressure [kPa],Boost Pressure [kPa],Right Exhaust Temperature [Deg. C],Left Exhaust Temperature [Deg. C],Engine Coolant Temperature [Deg. C],Engine Load Factor [%],Battery Voltage [volts],Fuel Pressure [kPa],Total Fuel [L],Fuel Filter Differential Pressure [kPa],Engine Run Hours [Hrs],Latitude [Degrees],Longitude [Degrees],Event Status Description,Altitude [ft],Run Status,Diagnostic Status Description,Ground Speed [km/h],Heading [Degrees]
9/17/2020 22:36,,,,,,,,,,,,,,,20558.12089,-25.30131,-42.7341,,68.89764,Running,,,
9/17/2020 22:37,,,,,,,,,,,,,,,20558.12978,-25.30132,-42.7341,Low Engine Coolant Level,,,,,
9/17/2020 23:05,78.8,194.65,1798,73,456.5,60.5,496,-2147483648,81,42,25.5,392.5,3277795.509,3,,,,,,,,,
9/17/2020 23:49,,,,,,,,,,,,,,,20559.33645,-25.11939,-42.69612,Low Engine Coolant Level,,,,,
9/18/2020 0:05,78.8,170.75,1805,73,457.5,50.5,466,-2147483648,81,37,25.5,400.5,3277980.521,2.5,,,,,,,,,
9/18/2020 1:05,77.2,148.55,1800,71,465.5,28,389,-2147483648,78,32,25.5,403.5,3278106.386,1.5,,,,,,,,,
9/18/2020 2:05,77.2,93.7,1803.5,70.5,471,13,283,-2147483648,77,23,26,414.5,3278209.065,6,,,,,,,,,
9/18/2020 2:28,,,,,,,,,,,,,,,20561.98312,-25.02178,-42.66837,,78.74016,,,,
9/18/2020 3:05,77.6,95.95,1801,70,472,16,281,-2147483648,77,24,26,413,3278300.388,6,,,,,,,,,
9/18/2020 4:05,78,147.85,1800,72,463,34.5,396,-2147483648,79,33,26,403,3278430.512,2,,,,,,,,,
9/18/2020 5:05,76,85.85,1795.5,70.5,468.5,17,274,-2147483648,77,22,26,413.5,3278571.518,5.5,,,,,,,,,
9/18/2020 6:05,77.6,111.15,1800,70,470,15,290,-2147483648,77,27,26,410,3278665.207,3,,,,,,,,,
9/18/2020 7:05,78,72.2,1805,70,472,11,281,-2147483648,77,20,26,415.5,3278760.789,7.5,,,,,,,,,
9/18/2020 8:05,76,100.6,1794,70,471,15.5,292,-2147483648,76,25,26,411,3278856.371,2.5,,,,,,,,,
9/18/2020 9:05,76,79.55,1793,70,472,16,284,-2147483648,76,22,26,414.5,3278945.328,4,,,,,,,,,
9/18/2020 10:05,76.8,90.95,1795.5,70.5,471,11,282,-2147483648,76,23,26,414.5,3279034.758,1,,,,,,,,,
9/18/2020 11:05,76.4,99.75,1796.5,71,469,18.5,302,-2147483648,77,25,26,414.5,3279127.5,0.5,,,,,,,,,
9/18/2020 12:05,76.4,92.85,1798,70,470.5,14.5,290,-2147483648,77,24,26,416.5,3279219.297,0.5,,,,,,,,,
9/18/2020 13:05,76.8,89.9,1801,71,470,14.5,297,-2147483648,77,23,26,417,3279313.932,1,,,,,,,,,
9/18/2020 14:05,78,189.9,1796.5,73.5,454.5,61,516,-2147483648,82,41,26,392,3279454.465,3,,,,,,,,,
9/18/2020 15:05,78.8,200.8,1805,75,447.5,85,548,-2147483648,85,44,25.5,384,3279657.931,5,,,,,,,,,
9/18/2020 15:40,,,,,,,,,,,,,,,20575.18535,-25.3177,-42.6963,,68.89764,Stopped,,,
9/18/2020 16:05,77.2,0,0,0,0,0,192,-2147483648,79,0,26.5,33,3279742.63,9.5,,,,,,,,,
9/18/2020 17:05,76.8,0,0,0,0,0,107,-2147483648,74,0,26.5,8.5,3279742.63,9.5,,,,,,,,,
9/18/2020 18:05,76.8,0,0,0,0,0,73,-2147483648,68,0,26.5,8,3279742.63,10,,,,,,,,,
9/18/2020 18:10,,,,,,,,,,,,,,,20575.18757,-25.31667,-42.70512,,88.58268,Running,,,
9/18/2020 18:36,,,,,,,,,,,,,,,20575.62979,-25.31352,-42.70544,,82.021,Stopped,,,
9/18/2020 19:05,76.8,0,0,0,0,0,182,-2147483648,79,0,26.5,31.5,3279787.108,11,,,,,,,,,
9/18/2020 20:05,76.8,0,0,0,0,0,101,-2147483648,73,0,26.5,7.5,3279787.108,9.5,,,,,,,,,
9/18/2020 20:32,,,,,,,,,,,,,,,20575.63202,-25.31479,-42.70561,,65.6168,Running,,,
9/18/2020 21:05,78,73.75,1807,71,469.5,10,280,-2147483648,78,21,26,418.5,3279841.997,6,,,,,,,,,
9/18/2020 22:05,75.6,100.25,1789.5,70.5,468.5,17,302,-2147483648,77,25,26,412,3279947.042,3.5,,,,,,,,,
9/18/2020 23:05,77.2,116.4,1795,71,468,24,305,-2147483648,77,27,26,412,3280049.248,2.5,,,,,,,,,
9/19/2020 0:05,78.4,123.15,1803.5,71.5,468,24,316,-2147483648,78,29,26,407.5,3280150.034,2,,,,,,,,,
9/19/2020 0:56,,,,,,,,,,,,,,,20580.02535,-25.30823,-42.69705,,52.49344,Stopped,,,
9/19/2020 1:05,76.8,0,0,0,0,0,202,-2147483648,77,0,26.5,32,3280232.367,9,,,,,,,,,
9/19/2020 2:05,76.8,0,0,0,0,0,109,-2147483648,73,0,26.5,8,3280232.367,10,,,,,,,,,
9/19/2020 2:28,,,,,,,,,,,,,,,20580.02535,-25.30391,-42.70465,,75.45932,,,,
9/19/2020 3:05,76.8,0,0,0,0,0,75,-2147483648,68,0,26.5,4,3280232.367,9.5,,,,,,,,,
9/19/2020 4:05,76.8,0,0,0,0,0,58,-2147483648,63,0,26.5,3.5,3280232.367,9.5,,,,,,,,,
9/19/2020 5:05,76.8,0,0,0,0,0,50,-2147483648,58,0,26.5,4,3280232.367,9.5,,,,,,,,,
9/19/2020 6:05,76.8,0,0,0,0,0,30,-2147483648,54,0,26.5,4,3280232.367,9,,,,,,,,,
9/19/2020 7:05,76.8,0,0,0,0,0,30,-2147483648,51,0,26.5,3,3280232.367,9,,,,,,,,,
9/19/2020 7:23,,,,,,,,,,,,,,,20580.02758,-25.31249,-42.69765,,62.33596,Running,,,
9/19/2020 8:05,77.6,94.55,1800,71,468,16,298,-2147483648,78,24,26,416,3280299.085,4,,,,,,,,,
9/19/2020 9:05,78,108.4,1801,71.5,466,21,316,-2147483648,78,27,26,411,3280398.452,4,,,,,,,,,
9/19/2020 10:06,77.2,90.95,1801.5,70.5,471,17,284,-2147483648,77,24,26,412.5,3280492.614,5.5,,,,,,,,,
9/19/2020 11:06,77.6,88.45,1801,70.5,470.5,13.5,290,-2147483648,77,24,26,413.5,3280586.303,5,,,,,,,,,
9/19/2020 12:06,77.6,87.75,1806,71,471.5,11.5,279,-2147483648,77,23,26,415.5,3280679.045,4,,,,,,,,,
9/19/2020 13:06,78.4,94.3,1806,70.5,471,12.5,287,-2147483648,77,24,26,413.5,3280769.895,4.5,,,,,,,,,
9/19/2020 14:06,76,84.45,1795,70.5,470,15.5,290,-2147483648,77,23,26,413,3280863.111,3.5,,,,,,,,,
9/19/2020 15:06,76.8,87.75,1800,70.5,470.5,14.5,285,-2147483648,77,23,26,413.5,3280953.488,4.5,,,,,,,,,
9/19/2020 16:06,76.8,83.85,1798,71,470,12,288,-2147483648,77,23,26,413.5,3281045.284,4.5,,,,,,,,,
9/19/2020 17:06,76.8,92.05,1798,70.5,471,13,278,-2147483648,77,24,26,412,3281135.187,4.5,,,,,,,,,
9/19/2020 17:49,,,,,,,,,,,,,,,20590.46314,-25.2662,-42.71422,Low Engine Coolant Level,,,,,
9/19/2020 18:06,79.6,219.8,1810.5,75,433,102.5,562,-2147483648,87,46,25.5,382.5,3281325.404,4,,,,,,,,,
9/19/2020 18:56,,,,,,,,,,,,,,,20591.58536,-25.04613,-42.73836,Low Engine Coolant Level,,,,,
9/19/2020 19:06,79.6,236.8,1806,74.5,428.5,120,561,-2147483648,87,49,25.5,377,3281563.412,3.5,,,,,,,,,
9/19/2020 20:06,79.6,214.35,1801,73.5,431,86,552,-2147483648,87,46,25.5,382.5,3281810.883,4,,,,,,,,,
9/19/2020 21:06,80,224.45,1800,74.5,440.5,90.5,557,-2147483648,86,48,25.5,383.5,3282040.373,4.5,,,,,,,,,
9/19/2020 22:06,79.2,221.25,1795,73.5,430,92,555,-2147483648,87,48,25.5,381.5,3282281.22,4,,,,,,,,,
9/19/2020 23:06,79.2,222.4,1797.5,73,435.5,87,543,-2147483648,85,48,25.5,381.5,3282511.184,5,,,,,,,,,
9/20/2020 0:06,80,209.1,1800,75.5,450,77.5,543,-2147483648,84,46,25.5,386.5,3282712.284,4.5,,,,,,,,,
9/20/2020 0:25,,,,,,,,,,,,,,,20597.06314,-23.9549,-42.93507,Low Engine Coolant Level,,,,,
9/20/2020 1:06,78.4,247.85,1795.5,73.5,430.5,117.5,558,-2147483648,86,53,25.5,370,3282936.096,1,,,,,,,,,
9/20/2020 2:06,78.8,259.25,1795.5,74,429.5,118.5,557,-2147483648,86,53,25.5,372,3283178.836,2,,,,,,,,,
9/20/2020 2:28,,,,,,,,,,,,,,,20599.10759,-23.54718,-43.00859,,88.58268,,,,
9/20/2020 2:39,,,,,,,,,,,,,,,20599.2987,-23.50956,-43.00052,Low Engine Coolant Level,,,,,
9/20/2020 3:06,78,242.35,1791.5,73.5,430,103,559,-2147483648,87,50,25.5,376,3283420.155,2,,,,,,,,,
9/20/2020 3:48,,,,,,,,,,,,,,,20600.45204,-23.2815,-43.06194,Low Engine Coolant Level,,,,,
9/20/2020 4:06,78.4,214.1,1795.5,76.5,444.5,87.5,546,-2147483648,86,46,25.5,385,3283658.163,4,,,,,,,,,
9/20/2020 4:49,,,,,,,,,,,,,,,20601.47204,-23.07832,-43.09755,Low Engine Coolant Level,,,,,
9/20/2020 5:06,78.4,221.7,1791.5,75,445.5,83.5,546,-2147483648,85,47,25.5,383.5,3283871.566,5,,,,,,,,,
9/20/2020 5:56,,,,,,,,,,,,,,,20602.57204,-22.89272,-43.15639,Low Engine Coolant Level,,,,,
9/20/2020 6:06,76.8,100.25,1801.5,71,469,18.5,300,-2147483648,77,25,25.5,412,3284026.767,3.5,,,,,,,,,
9/20/2020 7:06,78,102.95,1801.5,71.5,469.5,16.5,299,-2147483648,78,26,25.5,413,3284122.349,3,,,,,,,,,
9/20/2020 7:25,,,,,,,,,,,,,,,20604.05871,-22.89328,-43.21288,,75.45932,Stopped,,,
9/20/2020 7:31,,,,,,,,,,,,,,,20604.08315,-22.89329,-43.21288,Low Engine Coolant Level,,,,,
9/20/2020 8:06,76.8,0,0,0,0,0,157,-2147483648,77,0,26.5,22.5,3284152.632,9.5,,,,,,,,,
9/20/2020 9:06,76.8,0,0,0,1,0,96,-2147483648,71,0,26.5,22,3284152.632,9.5,,,,,,,,,
9/20/2020 10:06,76.8,0,0,0,1,0,70,-2147483648,66,0,26.5,22,3284152.632,9.5,,,,,,,,,
9/20/2020 11:06,76.8,0,0,0.5,1,0,60,-2147483648,62,0,26.5,21.5,3284152.632,9.5,,,,,,,,,
9/20/2020 12:06,77.2,0,0,1,1,0,55,-2147483648,58,0,26.5,22.5,3284152.632,10,,,,,,,,,
9/20/2020 13:06,77.2,0,0,1,1,0,52,-2147483648,56,0,26.5,22.5,3284152.632,9.5,,,,,,,,,
9/20/2020 14:06,76.8,0,0,1,1,0,50,-2147483648,53,0,26.5,23.5,3284152.632,10,,,,,,,,,
9/20/2020 15:06,77.2,0,0,1,1,0,30,-2147483648,51,0,26.5,24,3284152.632,10,,,,,,,,,
9/20/2020 16:06,76.8,0,0,1,1,0,30,-2147483648,50,0,26.5,24,3284152.632,10,,,,,,,,,
9/20/2020 17:06,76.8,0,0,1,1,0,30,-2147483648,48,0,26.5,22.5,3284152.632,10,,,,,,,,,
9/20/2020 18:06,76.8,0,0,1,1,0,30,-2147483648,46,0,26.5,22,3284152.632,9.5,,,,,,,,,
9/20/2020 19:06,76.8,0,0,1,1,0,30,-2147483648,45,0,26.5,21.5,3284152.632,10,,,,,,,,,
9/20/2020 20:06,77.2,0,0,1,1,0,30,-2147483648,44,0,26.5,22.5,3284152.632,9.5,,,,,,,,,
9/20/2020 21:06,76.8,0,0,1,1,0,30,-2147483648,43,0,26.5,21.5,3284152.632,9.5,,,,,,,,,
9/20/2020 21:44,,,,,,,,,,,,,,,20604.08537,-22.89324,-43.21288,,82.021,Running,,,
9/20/2020 21:45,,,,,,,,,,,,,,,20604.09426,-22.89326,-43.21289,,88.58268,Stopped,,,
9/20/2020 21:45,,,,,,,,,,,,,,,20604.09426,-22.89326,-43.21288,,,,"Left Exhaust Temperature Sensor:Abnormal Frequency, Pulse Width, or Period",,
9/20/2020 22:06,76.8,0,0,0,4.5,0,55,-2147483648,42,0,26.5,47.5,3284153.105,10,,,,,,,,,
9/20/2020 23:06,76.8,0,0,0,4.5,0,30,-2147483648,42,0,26.5,32,3284153.105,10,,,,,,,,,
9/21/2020 0:06,76.8,0,0,0,4.5,0,30,-2147483648,40,0,26.5,23,3284153.105,10,,,,,,,,,
9/21/2020 1:06,76.8,0,0,0,4.5,0,30,-2147483648,40,0,26.5,23,3284153.105,10.5,,,,,,,,,
9/21/2020 2:06,76.8,0,0,0,4.5,0,30,-2147483648,40,0,26.5,23,3284153.105,10,,,,,,,,,
9/21/2020 2:28,,,,,,,,,,,,,,,20604.08315,-22.89326,-43.21288,,88.58268,,,,
9/21/2020 3:06,76.8,0,0,0,4.5,0,30,-2147483648,39,0,26.5,22.5,3284153.105,10,,,,,,,,,
9/21/2020 4:06,76.8,0,0,0,4.5,0,30,-2147483648,38,0,26.5,22,3284153.105,10,,,,,,,,,
9/21/2020 5:06,76.8,0,0,0,4.5,0,30,-2147483648,38,0,26.5,20.5,3284153.105,10,,,,,,,,,
9/21/2020 6:06,77.2,0,0,0,4.5,0,30,-2147483648,37,0,26.5,20.5,3284153.105,10,,,,,,,,,
9/21/2020 7:06,76.8,0,0,0,5,0,30,-2147483648,37,0,26.5,20.5,3284153.105,10,,,,,,,,,
9/21/2020 8:06,76.8,0,0,0,4.5,0,30,-2147483648,36,0,26.5,21,3284153.105,9.5,,,,,,,,,
9/21/2020 8:29,,,,,,,,,,,,,,,20604.08537,-22.89323,-43.21288,,82.021,Running,,,
9/21/2020 9:06,77.6,110.1,1799,71,474.5,19,321,-2147483648,79,27,26,425.5,3284205.155,2,,,,,,,,,
9/21/2020 10:06,77.2,219,1785.5,73.5,465,86,523,-2147483648,82,46,25.5,398.5,3284315.405,2.5,,,,,,,,,
9/21/2020 10:34,,,,,,,,,,,,,,,20606.17426,-23.01705,-43.11179,Inlet Air Restriction Warning,,,,,
9/21/2020 10:34,,,,,,,,,,,,,,,,,,Air Filter Restriction Derate,,,,,
9/21/2020 10:39,,,,,,,,,,,,,,,20606.24537,-23.02993,-43.10753,Low Engine Coolant Level,,,,,
9/21/2020 11:06,79.2,262.7,1794,75.5,450,126,562,-2147483648,86,55,25.5,386.5,3284551.047,0,,,,,,,,,
9/21/2020 11:50,,,,,,,,,,,,,,,20607.44315,-23.19529,-43.07771,Low Engine Coolant Level,,,,,
9/21/2020 12:06,80,254.5,1805,76.5,448.5,121.5,559,-2147483648,86,53,25.5,389.5,3284799.464,0,,,,,,,,,
9/21/2020 12:53,,,,,,,,,,,,,,,20608.47649,-23.40259,-43.07423,Low Engine Coolant Level,,,,,
9/21/2020 13:06,80.8,290.35,1801,74.5,429.5,155,579,-2147483648,88,62,25.5,370.5,3285075.799,2,,,,,,,,,
9/21/2020 14:06,80.8,287.6,1801.5,74.5,429.5,146,579,-2147483648,88,60,25.5,373,3285369.642,1.5,,,,,,,,,
9/21/2020 14:09,,,,,,,,,,,,,,,20609.74538,-23.66113,-43.03717,Low Engine Coolant Level,,,,,
9/21/2020 15:06,80.4,306.4,1797.5,74.5,427,157.5,584,-2147483648,89,65,25.5,360.5,3285666.796,3.5,,,,,,,,,
9/21/2020 15:48,,,,,,,,,,,,,,,20611.39649,-23.98556,-42.97934,Low Engine Coolant Level,,,,,
9/21/2020 16:06,79.6,294.4,1798,74.5,429,150.5,586,-2147483648,89,62,25.5,363.5,3285970.575,3.5,,,,,,,,,
9/21/2020 16:54,,,,,,,,,,,,,,,20612.5076,-24.1924,-42.97272,Low Engine Coolant Level,,,,,
9/21/2020 17:06,79.2,280.15,1798,73.5,438,115.5,569,-2147483648,86,58,25.5,379.5,3286249.276,2,,,,,,,,,
9/21/2020 18:06,80,266.85,1793,75.5,445,125.5,563,-2147483648,87,57,25.5,379.5,3286519.46,3,,,,,,,,,
9/21/2020 19:06,80.4,262.1,1806,76.5,448,131.5,563,-2147483648,86,54,25.5,381.5,3286790.117,2.5,,,,,,,,,
9/21/2020 20:06,79.6,238,1797.5,74.5,448.5,99.5,559,-2147483648,86,50,25.5,386,3287039.007,2.5,,,,,,,,,
9/21/2020 20:25,,,,,,,,,,,,,,,20616.01427,-24.80457,-42.91277,Low Engine Coolant Level,,,,,
9/21/2020 21:06,79.6,231.35,1789,75,453.5,81.5,542,-2147483648,85,50,25.5,392.5,3287268.025,5,,,,,,,,,
9/21/2020 22:06,79.6,264.1,1812,76,450,123.5,549,-2147483648,85,53,25.5,384,3287494.203,2,,,,,,,,,
9/21/2020 22:22,,,,,,,,,,,,,,,20617.96761,-25.13338,-42.89561,Low Engine Coolant Level,,,,,
9/21/2020 22:45,,,,,,,,,,,,,,,20618.35427,-25.1814,-42.89015,,68.89764,Stopped,,,
9/21/2020 23:06,76.8,0,0,0,3.5,0.5,232,-2147483648,84,0,26.5,25,3287642.307,9,,,,,,,,,
9/22/2020 0:06,76.8,0,0,0,4,0,120,-2147483648,76,0,26.5,24.5,3287642.307,9,,,,,,,,,
9/22/2020 1:06,76.8,0,0,0,4,0,76,-2147483648,69,0,26.5,26.5,3287642.307,9.5,,,,,,,,,
9/22/2020 2:06,76.8,0,0,0,4,0,58,-2147483648,62,0,26.5,23.5,3287642.307,9.5,,,,,,,,,
9/22/2020 2:28,,,,,,,,,,,,,,,20618.35649,-25.18449,-42.89444,,78.74016,,,,
9/22/2020 3:06,76.8,0,0,0,4,0,30,-2147483648,57,0,26.5,24.5,3287642.307,9,,,,,,,,,
9/22/2020 4:06,76.8,0,0,0,4,0,30,-2147483648,52,0,26.5,23.5,3287642.307,9,,,,,,,,,
9/22/2020 5:06,76.8,0,0,0,4,0,30,-2147483648,49,0,26.5,23.5,3287642.307,9,,,,,,,,,
9/22/2020 6:06,76.8,0,0,0,4,0,30,-2147483648,46,0,26.5,24.5,3287642.307,9.5,,,,,,,,,
9/22/2020 7:06,76.8,0,0,0,4,0,30,-2147483648,43,0,26.5,24.5,3287642.307,10.5,,,,,,,,,
9/22/2020 8:06,76.8,0,0,0,4.5,0,30,-2147483648,41,0,26.5,23.5,3287642.307,10,,,,,,,,,
9/22/2020 9:06,76.8,0,0,0,4.5,0,30,-2147483648,39,0,26.5,25.5,3287642.307,11,,,,,,,,,
9/22/2020 10:06,76.8,0,0,0,4.5,0,30,-2147483648,37,0,26.5,26,3287642.307,11.5,,,,,,,,,
9/22/2020 11:06,76.8,0,0,0,4.5,0,30,-2147483648,36,0,26.5,26,3287642.307,12.5,,,,,,,,,
9/22/2020 12:06,76.8,0,0,0,4.5,0,30,-2147483648,34,0,26.5,24.5,3287642.307,11.5,,,,,,,,,
9/22/2020 13:07,76.8,0,0,0,4.5,0,30,-2147483648,34,0,26.5,25,3287642.307,12,,,,,,,,,
9/22/2020 14:07,76.8,0,0,0,4.5,0,30,-2147483648,32,0,26.5,25,3287642.307,11.5,,,,,,,,,
9/22/2020 15:07,76.8,0,0,0,5,0,30,-2147483648,32,0,26.5,24,3287642.307,11,,,,,,,,,
9/22/2020 16:07,77.2,0,0,0,4.5,0,30,-2147483648,31,0,26.5,23.5,3287642.307,11.5,,,,,,,,,
9/22/2020 17:07,76.8,0,0,0,4.5,0,30,-2147483648,31,0,26.5,23,3287642.307,11,,,,,,,,,
9/22/2020 18:07,76.8,0,0,0,4.5,0,30,-2147483648,30,0,26.5,23.5,3287642.307,11.5,,,,,,,,,
9/22/2020 19:07,77.2,0,0,0,4.5,0,30,-2147483648,30,0,26.5,24.5,3287642.307,12,,,,,,,,,
9/22/2020 20:07,76.8,0,0,0,5,0,30,-2147483648,29,0,26.5,28,3287642.307,12,,,,,,,,,
9/22/2020 21:07,77.2,0,0,0,5,0,30,-2147483648,29,0,26.5,29,3287642.307,10.5,,,,,,,,,
9/22/2020 22:07,76.8,0,0,0,4.5,0,30,-2147483648,28,0,26.5,29,3287642.307,10.5,,,,,,,,,
9/22/2020 23:07,76.8,0,0,0,5,0,30,-2147483648,29,0,26.5,28,3287642.307,10.5,,,,,,,,,
9/23/2020 0:07,76.8,0,0,0,4.5,0,30,-2147483648,29,0,26.5,27.5,3287642.307,10.5,,,,,,,,,
9/23/2020 1:07,76.8,0,0,0,5,0,30,-2147483648,29,0,26.5,28.5,3287642.307,11,,,,,,,,,
9/23/2020 2:07,77.2,0,0,0,5,0,30,-2147483648,28,0,26.5,27.5,3287642.307,11,,,,,,,,,
9/23/2020 2:28,,,,,,,,,,,,,,,20618.35649,-25.20431,-42.90608,,72.17848,,,,
9/23/2020 3:07,77.2,0,0,0,5,0,30,-2147483648,29,0,26.5,27.5,3287642.307,11.5,,,,,,,,,
9/23/2020 4:07,77.2,0,0,0,5,0,30,-2147483648,28,0,26.5,28,3287642.307,11,,,,,,,,,
9/23/2020 5:07,76.8,0,0,0,5,0,30,-2147483648,29,0,26.5,27,3287642.307,12.5,,,,,,,,,
9/23/2020 6:07,77.2,0,0,0,5,0,30,-2147483648,28,0,26.5,27,3287642.307,11.5,,,,,,,,,
9/23/2020 7:03,,,,,,,,,,,,,,,20618.35872,-25.19773,-42.90547,,68.89764,Running,,,
9/23/2020 7:07,79.6,179.8,1800,58.5,566.5,33.5,376,-2147483648,47,40,26,423,3287646.093,2,,,,,,,,,
9/23/2020 7:57,,,,,,,,,,,,,,,,,,,,Stopped,,,
9/23/2020 7:57,,,,,,,,,,,,,,,20619.26316,-25.19417,-42.89348,,59.05512,,,,
9/23/2020 8:07,77.2,0,0,0,3.5,0,200,-2147483648,78,0,26.5,47.5,3287737.416,9,,,,,,,,,
9/23/2020 9:07,76.8,0,0,0,4,0,101,-2147483648,71,0,26.5,35.5,3287737.416,9.5,,,,,,,,,
9/23/2020 10:07,77.2,0,0,0,4.5,0,66,-2147483648,65,0,26.5,23,3287737.416,10.5,,,,,,,,,
9/23/2020 10:46,,,,,,,,,,,,,,,20619.26761,-25.19492,-42.8925,,75.45932,Running,,,
9/23/2020 11:07,79.2,177.05,1801,72.5,467.5,47,459,-2147483648,80,39,25.5,414,3287791.831,3.5,,,,,,,,,
9/23/2020 11:29,,,,,,,,,,,,,,,20619.98094,-25.13017,-42.81284,Low Engine Coolant Level,,,,,
9/23/2020 12:07,78.4,179.8,1797.5,73,464.5,51,448,-2147483648,81,39,25.5,413.5,3287969.745,3.5,,,,,,,,,
9/23/2020 13:07,76.8,123.4,1796.5,72,472,25.5,340,-2147483648,79,28,25.5,425.5,3288107.913,3.5,,,,,,,,,
9/23/2020 13:08,,,,,,,,,,,,,,,20621.6365,-25.01846,-42.66931,Low Engine Coolant Level,,,,,
9/23/2020 14:07,77.6,92.4,1806,70,477.5,13,275,-2147483648,76,23,25.5,431,3288203.967,0.5,,,,,,,,,
9/23/2020 14:11,,,,,,,,,,,,,,,20622.68094,-25.02184,-42.66833,Low Engine Coolant Level,,,,,
9/23/2020 15:07,77.2,94.3,1798,70,477.5,13.5,271,-2147483648,77,24,25.5,429.5,3288291.505,1,,,,,,,,,
9/23/2020 16:07,76.8,90.75,1798,70,476.5,14,275,-2147483648,77,24,26,429,3288382.355,3,,,,,,,,,
9/23/2020 17:07,75.2,99.4,1791.5,70,476,16,279,-2147483648,77,25,26,427,3288473.678,2,,,,,,,,,
9/23/2020 18:07,76.8,87.75,1796.5,70,477,14.5,271,-2147483648,77,23,26,428.5,3288565.474,3,,,,,,,,,
9/23/2020 18:47,,,,,,,,,,,,,,,20627.29206,-25.02229,-42.6689,Low Engine Coolant Level,,,,,
9/23/2020 19:07,77.6,107.6,1802.5,70.5,476,16,271,-2147483648,77,26,25.5,423.5,3288653.958,4,,,,,,,,,
9/23/2020 20:07,77.2,98.1,1806,70.5,476.5,16,280,-2147483648,76,24,26,429,3288745.754,2.5,,,,,,,,,
9/23/2020 21:07,77.6,98.55,1801,70.5,476.5,18.5,282,-2147483648,76,24,26,430.5,3288837.55,0,,,,,,,,,
9/23/2020 22:07,77.2,89.3,1800,70,476.5,15,276,-2147483648,77,24,25.5,429,3288928.4,3,,,,,,,,,
9/23/2020 23:07,78,95.6,1800,70.5,475.5,11,279,-2147483648,77,24,26,429.5,3289019.25,3.5,,,,,,,,,
9/24/2020 1:07,78.8,165.65,1801,72,465.5,37,416,-2147483648,80,36,25.5,414,3289262.463,3.5,,,,,,,,,
9/24/2020 2:07,78,91.55,1802.5,70.5,474.5,14.5,289,-2147483648,77,25,25.5,429.5,3289418.611,3.5,,,,,,,,,
9/24/2020 2:28,,,,,,,,,,,,,,,20634.96095,-25.20926,-42.88393,,72.17848,,,,
9/24/2020 3:07,78,86.95,1805,70.5,477.5,11,277,-2147483648,76,23,26,431.5,3289525.549,3,,,,,,,,,
9/24/2020 4:07,76.8,90.75,1799,70,477.5,11,275,-2147483648,76,23,26,430,3289612.14,3.5,,,,,,,,,
9/24/2020 5:07,77.6,89.9,1805,70.5,477.5,14.5,275,-2147483648,77,23,26,428.5,3289702.043,3.5,,,,,,,,,
9/24/2020 6:07,78.4,89.3,1805,70,477,14.5,275,-2147483648,76,23,26,429,3289791.947,3.5,,,,,,,,,
9/24/2020 7:07,76.8,93.45,1800,70.5,476.5,13.5,273,-2147483648,76,24,25.5,428,3289882.323,3,,,,,,,,,
9/24/2020 8:07,77.2,130.5,1799,71.5,470.5,24.5,374,-2147483648,79,29,25.5,418,3289977.905,3.5,,,,,,,,,
9/24/2020 9:07,77.6,102.15,1804.5,70,475.5,19,298,-2147483648,77,26,25.5,424.5,3290088.155,4,,,,,,,,,
9/24/2020 10:07,77.6,94.75,1801,70.5,476,15.5,281,-2147483648,77,24,25.5,427,3290181.844,3,,,,,,,,,
9/24/2020 11:07,77.2,93.7,1803.5,70,477.5,14,276,-2147483648,77,24,26,425,3290272.221,3.5,,,,,,,,,
9/24/2020 12:07,76.4,95.35,1798,70.5,476.5,14.5,275,-2147483648,77,24,26,424,3290362.124,3.5,,,,,,,,,
9/24/2020 13:07,78.4,93.95,1804.5,70.5,477.5,14.5,275,-2147483648,77,24,26,427.5,3290449.662,6,,,,,,,,,
9/24/2020 14:07,77.6,88.45,1801.5,70.5,477,16,279,-2147483648,77,24,26,426,3290539.565,4,,,,,,,,,
9/24/2020 15:07,77.2,105.95,1795,71,474,14,299,-2147483648,78,26,25.5,423,3290632.781,4,,,,,,,,,
9/24/2020 16:07,76.4,96.45,1794,70.5,475,17.5,284,-2147483648,77,25,25.5,425,3290728.836,2,,,,,,,,,
9/24/2020 17:07,77.6,102.95,1800,70.5,475,16.5,296,-2147483648,77,26,25.5,423,3290824.417,4,,,,,,,,,
9/24/2020 18:07,77.6,73.25,1801,70,478.5,13,278,-2147483648,76,21,25.5,427.5,3290913.848,6.5,,,,,,,,,
9/24/2020 19:07,78.8,88.45,1809.5,70,477.5,11,272,-2147483648,77,23,26,427,3291002.805,7,,,,,,,,,
9/24/2020 20:07,77.2,82.3,1801,70.5,477,11,277,-2147483648,76,23,26,425.5,3291093.655,4,,,,,,,,,
9/24/2020 21:07,78,90.75,1804.5,70,478,9.5,273,-2147483648,77,23,26,428,3291183.558,3.5,,,,,,,,,
9/24/2020 22:07,76.8,97.85,1798,70,476.5,17,287,-2147483648,77,25,26,426.5,3291270.623,3.5,,,,,,,,,
